,id,link,type,title,text,area_text,area_name,num_areas,city
642,2366,https://districtr.org/COI/33422,coi,Tower Grove Park and its neighbors,I think of my immediate neighborhood as the people whose primary community space is Tower Grove Park.,"Plato famously described the Greeks as frogs around a pond. My neighborhood can be apt described as the people gathered about Tower Grove Park. It functions as our community common space, especially during good weather.",Frogs around a park,1,Saint Louis
643,2367,https://districtr.org/COI/33425,coi,South City,"Saint Louis can be (IMO) roughly divided into a few large areas. Downtown, South City, The Central Corridor, and North City. This is South City.","Saint Louis can be (IMO) roughly divided into a few large areas. Downtown, South City, The Central Corridor, and North City. This is South City.",South City,1,Saint Louis
644,2406,https://districtr.org/COI/33580,coi,Center City Neighborhood--KC,,"Center City is small neighborhood with a character that is unique to the other neighborhoods around it--both physically and demographically. It is multi-racial and has some very low-income folks in the neighborhood. Houses here are smaller than in the Hyde and Squire Park areas. It has less tree lined streets, more vacant lots, and has not gotten the same level of investment as other areas surrounding it. 

Without the same investment and organizational structure, it's more difficult for the Center City neighborhood to sustain projects in the area like community gardens and orchards. 

People in this community need access to resources, and the community does need investment. However, as the city is developing, this neighborhood is changing, and people here are being displaced. Real estate developers are coming into the area to buy up properties in a good location, and residents here need protections from being priced out of their neighborhood. 

*Northern boundary actually ends at Linwood Blvd",Center City,1,Kansas City
646,2410,https://districtr.org/COI/33652,coi,Mary Lou's Community,,"This community consists of elderly folks and young families. The community is transition as original residents are moving out or passing away, and more young families are moving in.

The biggest issue that needs to be addressed in this community is public safety. ",Gregory Ridge,1,Kansas City
649,2418,https://districtr.org/COI/33689,coi,mercy - kellie,med  amt edu and income,med  amt edu and income,mercy - kellie,1,Springfield
650,2419,https://districtr.org/COI/33692,coi,university heights kellie,more edu/income,more edu/income,university heights kellie,1,Springfield
651,2420,https://districtr.org/COI/33694,coi,Greater Mountain View Region,"This area encompasses the Greater Mountain View area, where most folks in the region shop, live, go to church, and work. This is a ",,Community 1,1,St. Louis
652,2421,https://districtr.org/COI/33695,coi,Downtown Mountain Grove,"This area encompasses the downtown Mountain Grove area, where most of the economic hub of the county lies. Folks travel into Mtn Grove to shop or socialize. This is also the home of the central WalMart where folks shop.",,Community 1,1,St. Louis
653,2422,https://districtr.org/COI/33697,coi,conservation region,"This are includes the conservation area between West Plains, Mountain View, and Mountain Grove. This area is a source of tourism and economic activity for the region.",,Community 1,1,St. Louis
654,2423,https://districtr.org/COI/33700,coi,Greater Scott City Region,This area represents the greater Scott City region which is an area bound by common shared interests and economics. Most folks in this region travel into Cape and are therefore similar in their economic situation and rely on the continued economic success of Cape. ,,Community 1,1,St. Louis
655,2424,https://districtr.org/COI/33702,coi,Downtown Cape and SEMO region,"This area encompasses the downtown Cape / Main Street area, as well as the SEMO campus. This is an area where most of the students live and is the home of most of the local businesses/restaurants. ",,Community 1,1,St. Louis
656,2425,https://districtr.org/COI/33707,coi,Bollinger County Seat,"This area encompasses Marble Hill, which is the county seat of Bollinger and the larger region in the county. This is where most of the industry is for the county and folks frequently travel into this area for shopping and socializing.",,Community 1,1,St. Louis
657,2426,https://districtr.org/COI/33711,coi,Jackson Missouri,"This area encompasses some of the ""suburbs"" area outside of the main Cape Girardeau downtown. Folks who work in Cape Girardeau will often live in Jackson and commute between the two.  It is often seen as an outskirt of Cape.",,Community 1,1,St. Louis
658,2427,https://districtr.org/COI/33735,coi,Blue Springs / Surrounding Area Economy ,"This is the general area where folks in Blue Springs do grocery shopping, go to school, etc. This includes most business centers, strip malls, etc. that folks in this area frequently visit. ","This is the general area where folks in Blue Springs do grocery shopping, go to school, etc. This includes most business centers, strip malls, etc. that folks in this area frequently visit. ",Blue Springs / Surrounding Area Economy ,1,Jackson
660,2428,https://districtr.org/COI/33748,coi,Colleen's Map of Squier Park,,"East of Troost (dividing line). This is a community in transition with primarily a mix of African American and Caucasian folks mostly. The area is experiencing an increase in property values with some housing going up about 2x in value. 

There is an active neighborhood association that reflects the diversity of the community. They led projects to build a playground and community gardens. The whole community is invested in making Squier Park a fun and safe neighborhood for everyone. A lot of ownership in Squier Park, so homes are taken care of. 

There are important services here like the programs at De La Salle High School which helps teens learn skills that can help them succeed in trade and vocational careers. ",Squier Park Neighborhood,1,Kansas City
661,2433,https://districtr.org/COI/33883,coi,Jane's St. Jo Map,,"St. Jo has gone through major ideological transition. This community used to be primarily blue dog democrats but now is primarily Trump supporters, even amongst union members. We have a great number of elderly folks who are fearful of change and of immigrants. 

There are pockets of progressives and dems, including our church which has become a home to members of the LGBTQ+ community and active progressive groups in the area. What has been disheartening about watching the transformation of this community to Trumpist beliefs is the difficulty it's created for us to work together through community challenges and conflicts together--not the least of which is the spread of COVID in our community. Members of the progressive community are afraid to speak up at times because tensions are high and our realities are so incongruent with one another. ",St Joseph,1,St. Joseph
662,2455,https://districtr.org/COI/33908,coi,Nick's Map of the 49/63 coalition,,"This area is diverse racially and also age-wise. Being so close to two of KC's universities, we have a lot of students mixed in with long-time residents of the neighborhood. This area is comprised of multiple neighborhoods who work together in a coalition (ex: running a tool share program). Something people in this community share in common are progressive values and prioritizing human rights (i.e. supporting Black Lives Matter movement and LGBTQ rights). A concern of the neighborhood is that developers are buying up properties that are going up for sale which could lead to residents of this community getting priced out.  ",49/63 coalition,1,Kansas City
663,2469,https://districtr.org/COI/33921,coi,Dave's Parkville/Park Hill Community,,"This area is very conservative, but I get along with my neighbors even as a short-haired hippie (progressive). The area primarily has older adults, who comprise probably 70% of the community, but has some young adults too. The majority of the community's housing is older, but the area is seeing changes mainly with the construction of new buildings.  This area is a suburb and expansion of KC, and has seen a lot of growth. ",Park Hill/Parkville,1,Kansas City
664,2503,https://districtr.org/COI/33950,coi,St Francis  Hospital,People from these counties are served by St Francis Hospital,,Community 1,1,
665,2504,https://districtr.org/COI/33951,coi,P&G,People in these counties work for P&G,,Community 1,1,
666,2505,https://districtr.org/COI/33953,coi,cape regional airport ,People in these counties mainly use Cape Regional Airport for travel,,Community 1,1,
668,2507,https://districtr.org/COI/33959,coi,Airport South,"Working class and higher proportion of renters. Many people who work at the airport, hotels, and hospitality jobs. They want public transit. ","Working class and higher proportion of renters. Many people who work at the airport, hotels, and hospitality jobs. They want public transit. ",Airport South,1,
669,2508,https://districtr.org/COI/34015,coi,Rock Hill/ Ladue South,"Almost all homeowners, largely white and affluent. Contains Tilles Park which is a popular gathering spot. Majority of this is the southern part of Ladue Schools. Concerned about education and taxes. ","Almost all homeowners, largely white and affluent. Contains Tilles Park which is a popular gathering spot. Majority of this is the southern part of Ladue Schools. Concerned about education and taxes. ","Rock Hill to 64, 61",1,
670,2509,https://districtr.org/COI/34038,coi,Steven's Tenants Community,,"Over half of Kansas City are tenants and yet we get little representation in city government and often, the city prioritizes the interests of private developers over us and on our dime. Tenants across the city are experiencing rent increases while many landlords refuse to make repairs and do basic upkeep. Kansas City tenants are a powerful force to be reckoned with. When we started organizing around the housing issues that are pricing our communities out and/or forcing people into substandard or unsafe housing, we won a Tenants Bill of Rights, protected people from eviction, and supported tenant unions across the city. ",Kansas City Tenants,1,
671,2510,https://districtr.org/COI/34047,coi,Randy's St. Jo/Easton Map,,"North Boundary--US 36 South--US 169

St. Joseph is a community with people who like to stick to themselves and who often have political views that can be incongruent with aspects of their lived experience. They say they don't want government intervention (anti-welfare sentiments) but they also will rely on government assistance when it comes to them. This ""leave me alone attitude, me and my family will be fine on our own"" contributes to the high COVID cases and low vaccine rates that are endangering this community. 

The area has changed a lot in the time I've lived here. We once had strong union representation with 4 union packing houses. Most often the city relied on union construction contracts. Then, when the packing houses began to close, the wealth in the community declined and more contracts started to go to non-union contractors. This economic dive to the bottom coincided with the ideological changes in the community. 

St. Joseph was once a confederate stronghold and, though we are long past the Civil War era, racism continues to be passed down from generation to generation and it prevents this area from thriving in the ways that it could. ",Easton/St. Joseph,1,Easton
672,2511,https://districtr.org/COI/34052,coi,"Easy to travel, St. Joe","I appreciate this community as being walkable in the downtown area for my work life balance. From downtown being a good center of things it's easy to travel along Franklin to get to grocery stores, the highway and to see my mother.","I appreciate this community as being walkable in the downtown area for my work life balance. From downtown being a good center of things it's easy to travel along Franklin to get to grocery stores, the highway and to see my mother.","Easy to get around, St. Joe",1,St. Joseph
673,2512,https://districtr.org/COI/34059,coi,S Butler 1,,,Community 1,1,Springfield
674,2519,https://districtr.org/COI/34063,coi,S Butler 5,,This area has an increasing number of people living in older homes who don't have the means or income to fix up their places or to maintain them.  Some of the homeowners are at risk for losing their homes they have spent their whole life paying for.  They are sometimes able to access resources but they are limited many times to the area of the city and they have no means to put any money into it and the resources are not enough.  aging housing stock,S Butler 4,1,Springfield
675,2513,https://districtr.org/COI/34063,coi,S Butler 2,,This area has an increasing number of people living in older homes who don't have the means or income to fix up their places or to maintain them.  Some of the homeowners are at risk for losing their homes they have spent their whole life paying for.  They are sometimes able to access resources but they are limited many times to the area of the city and they have no means to put any money into it and the resources are not enough.  aging housing stock,S Butler 4,1,Springfield
676,2515,https://districtr.org/COI/34063,coi,S Butler 4,,This area has an increasing number of people living in older homes who don't have the means or income to fix up their places or to maintain them.  Some of the homeowners are at risk for losing their homes they have spent their whole life paying for.  They are sometimes able to access resources but they are limited many times to the area of the city and they have no means to put any money into it and the resources are not enough.  aging housing stock,S Butler 4,1,Springfield
677,2514,https://districtr.org/COI/34063,coi,S Butler 3,,This area has an increasing number of people living in older homes who don't have the means or income to fix up their places or to maintain them.  Some of the homeowners are at risk for losing their homes they have spent their whole life paying for.  They are sometimes able to access resources but they are limited many times to the area of the city and they have no means to put any money into it and the resources are not enough.  aging housing stock,S Butler 4,1,Springfield
678,2518,https://districtr.org/COI/34073,coi,St. Joe Community Theatre ,Having a local theater where I can participate amongst friends and family located both near a highway and the major downtown area keeps me especially connected. I'm really able to keep myself involved with a number of folks around shared hobbies based on this area. ,Having a local theater where I can participate amongst friends and family located both near a highway and the major downtown area keeps me especially connected. I'm really able to keep myself involved with a number of folks around shared hobbies based on this area. ,Missouri Theater in St. Joe,1,St. Joseph
679,2520,https://districtr.org/COI/34077,coi,New to St. Joe,I moved here recently and am trying to settle in. Being able to work from home and living near both the highway and downtown is allowing me to settle in. I enjoy my place in town being able to travel to KC pretty well and be in a comfortable neighborhood. ,I moved here recently and am trying to settle in. Being able to work from home and living near both the highway and downtown is allowing me to settle in. I enjoy my place in town being able to travel to KC pretty well and be in a comfortable neighborhood. ,New to St. Joe,1,St. Joseph
680,2521,https://districtr.org/COI/34081,coi,Housing Springfield,"Many living in the city of Springfield are not able to find decent, affordable and universal design housing where it wouldn't matter if they had a disability or limited mobility.  This is contributing to a homelessness issue and unsafe conditions for many.",Outer parts of Springfield are lacking bus service and public transportation or sidewalks and pedestrian paths that allow for people without cars to get to jobs and goods and services.,Lack of Public Access,1,Springfield
681,2522,https://districtr.org/COI/34082,coi,Setting old roots in St. Joe,I've moved back recently and really appreciate the ability to live near a central area in town and be a short drive away from my parents. My neighborhood has been very welcoming and I've had a chance to remodel my home to settle in. I see this as a place where I can build a family and community. ,I've moved back recently and really appreciate the ability to live near a central area in town and be a short drive away from my parents. My neighborhood has been very welcoming and I've had a chance to remodel my home to settle in. I see this as a place where I can build a family and community. ,St. Joe hometown,1,St. Joseph
682,2523,https://districtr.org/COI/34084,coi,Public Access,,Some areas on the outskirts of Springfield are lacking access to public transportation and pedestrian walkways.  This makes it unsafe and difficult for people to access employment and goods and services.  ,Public Access,1,Springfield
683,2524,https://districtr.org/COI/34086,coi,Seniors and those with disabilities,,This area has a high concentration of seniors and those with disabilities.  These individuals are in need of supports and services to allow them to live independently.  Some of forced to live in nursing homes due to lack of access to what they need.  This area also involves youth with disabilities and parents who are struggling to find supports so that their children can transition into the community to either go to school or find a job and live on their own.  ,Seniors and those with disabilites,1,Springfield
684,2526,https://districtr.org/COI/34087,coi,South Springfield,"While my family will go to center Springfield and downtown on occasion, we spend more of our time in south Springfield. South-side-ish Springfield, this includes our home, our retail area with both franchises, chain, and small businesses, outdoor space and parks with green space and community emphasis on outdoor activities such as bike trails, running trails, and includes access to our hospitals - it feels like a good combination of suburban/urban.","South-side-ish Springfield, this includes our home, our retail area with both franchises, chain, and small businesses, outdoor space and parks with green space and community emphasis on outdoor activities such as bike trails, running trails, and includes access to our hospitals - it feels like a good combination of suburban/urban.",South-ish Springfield,1,Springfield - Greene
685,2525,https://districtr.org/COI/34089,coi,St. Joe Retirement community ,"It's very important for me to be settled where I am. Travel is difficult and relying on my family to transport or come to my aid god forbid is very important. This a very common set of issues in my community especially, remaining in our comfortable living but connected to more of the core of St. Joe for shopping and leisure. ","It's very important for me to be settled where I am. Travel is difficult and relying on my family to transport or come to my aid god forbid is very important. This a very common set of issues in my community especially, remaining in our comfortable living but connected to more of the core of St. Joe for shopping and leisure. ",Connected retirement community,1,St. Joseph
686,2527,https://districtr.org/COI/34092,coi,Creve Coeur ,"THe rough boundaries of Creve Couer municipality. 3/4th home owners, average income is $100k+. This is the municipality with the most Jewish residents as identified by a 2014 report. Residents are concerned with schools.","THe rough boundaries of Creve Couer municipality. 3/4th home owners, average income is $100k+. This is the municipality with the most Jewish residents as identified by a 2014 report. ",Creve Coeur,1,
687,2529,https://districtr.org/COI/34098,coi,Maryland Heights,"Maryland Heights is a largely middle class community which is about 1/3 renters. Residents tend to work in the sciences, at the casino, or in Westport Plaza or across the bridge in St. Charles. This is the community where most of the Filipino Americans in St. Louis live. Residents are concerned about housing costs, schools, and infrastructure. ","Maryland Heights is a largely middle class community which is about 1/3 renters. Residents tend to work in the sciences, at the casino, or in Wesport Plaza or across the bridge in St. Charles. This is the community where most of the Filipino Americans in St. Louis live. Residents are concerned about housing costs, schools, and infrastructure. ",Maryland Heights ,1,
688,2532,https://districtr.org/COI/34101,coi,Northland/Briarcliff,,"I am involved in both the Northland and Kansas City communities (south of the river). The Northland is a suburban area and is comprised of smaller townships. People tend to think in terms of  ""what is happening in our neighborhood? how can we improve our neighborhood?"" and can at times cling to an identify separate from Kansas City. 

This area is becoming more populated and getting lots of development and additional services added to the area. Some parts of the Northland are also becoming more diverse which can create community tensions as the area is more conservative and not always welcoming to diversity.
",Northland/Briarcliff,1,Kansas City
689,2530,https://districtr.org/COI/34104,coi,Diane's Map of the Black Community KC,,"This is part of Kansas City is home to me in more than one sense of the word--this area has a community with a culture I connect to. The people here look like me and share the same values. 

Things in my community haven't changed much over the close to 60 years I've lived here and yet have. The area between Troost and Hwy 435 is historically where Black people in Kansas City were confined to due to segregationist housing policies. Still today, Kansas City is racially divided and the East Side is the largest and most central Black community in the city. However, when Black people were allowed to move south of 27th street, our community experienced a dispersement as Black people were lured into the suburbs (and away from themselves) by promises of better schools and safer communities. 

This area has a long legacy of community leaders and we need the city, county, and state governments to start listening to us. Back when I worked for the city planning department, there was an initiative for neighborhoods to make their own neighborhood plans and submit those to the city. While white, affluent communities got what they asked for, Black and poor communities were brushed off. As a result, neighborhoods on the East Side have largely had to get what we need and want for ourselves (And we have! Drive down 51st St and you'll find speed bumps that the community organized to put in after 20 years of asking the city). ",Kansas City--Black Community ,1,Kansas City
690,2531,https://districtr.org/COI/34105,coi,Suburban immigrant enclave,A heavily immigrant and Asian American area with key ethnic grocery stores and restaurants that are ethnic hubs. Includes the Islamic Center. Concerned about traffic and education. ,A heavily immigrant and Asian American area with key ethnic grocery stores and restaurants that are ethnic hubs. Includes the Islamic Center. Concerned about traffic and education. ,Suburban immigrant enclave,1,
691,2538,https://districtr.org/COI/34172,coi,Jahni's Central Springfield,"An economically diverse community of primarily renters, living in the heart of Springfiel","An economically diverse community of primarily renters, living in the heart of Springfiel",Jahni's Central Springfield,1,Springfield
692,2543,https://districtr.org/COI/34235,coi,Parkway Schools,"3/4 Homeowners, rough boundary of Parkway Schools. about 1/11 residents are Asian American. Concerned about schools and taxes. ","3/4 Homeowners, rough boundary of Parkway Schools. about 1/11 residents are Asian American. Concerned about schools and taxes. ",Parkway Schools,1,
693,2544,https://districtr.org/COI/34264,coi,Lindsey's SD 17 Commuter Map ,,Live in a new subdivision of young families and commute to independence for co-parenting and work as a nurse in KC and Independence. ,Liberty Commuter ,1,Liberty/Clay
694,2545,https://districtr.org/COI/34265,coi,Ryan's Community in Liberty,,Live in a new subdivision in a northern part of Liberty. I work from home so my community is small and includes the school my child attends and the trails we enjoy hiking,Liberty Hiker,1,Liberty/Clay
695,2549,https://districtr.org/COI/34338,coi,David's community map,"People who interact in work, play, and shopping.  Common areas of transportation.","People to live, shop, and work in the area, including restaurants, food stores, and hospitals.",Westport east to 71 highway,1,Kansas City
696,2548,https://districtr.org/COI/34339,coi,Christian County Rural Community,"Christian County is very religious, very Christian, and rural. It is heavily affected by issues that are important to rural areas. It includes the municipalities of Ozark and Nixa.",,Community 1,1,Greene County
697,2551,https://districtr.org/COI/34342,coi,Midtown Kansas City ,Area map of Midtown KC area that I live but includes an expanded area with a description of persons and the quality of living situation offered. ,"Mixture of income, race and age. With lack of equity as far as housing, education, health, economic and jobs availability and wages. Quite a fluctuation in quality of life and sustainability. ",Midtown,1,Kansas City
698,2552,https://districtr.org/COI/34355,coi,Seymore Farming Community,"Very rural, farming community",,Community 1,1,Springfield
699,2550,https://districtr.org/COI/34356,coi,Ozark School District,Rural conservative school district,,Community 1,1,Springfield
700,2553,https://districtr.org/COI/34357,coi,Fair Grove R-X School District,"Very small, on a major highway, people stop there for gas. It's a rural farming community: pigs, cows, and low-income. Small population, low density.",,Community 1,1,St. Louis County
701,2554,https://districtr.org/COI/34358,coi,West Plaza Neighborhood in Kansas City,,"
eclectic  people and homes  -  developers are buying bungalows and building large contemporary houses  -  there are not many families with children  -  Kansas City Public School District",West Plaza Neighborhood Kansas CityCommunity 1,1,Kansas City
702,2555,https://districtr.org/COI/34360,coi,Walnut Grove R-5 School District,"Very rural, farming community with crops (rather than livestock). Affected by crop issues. Small, low-density population.",,Community 1,1,St. Louis County
703,2557,https://districtr.org/COI/34361,coi,"Mansfield rural community, farming, ","Mansfield rural community, farming",,Community 1,1,Springfield
704,2556,https://districtr.org/COI/34362,coi,Crane Missouri School District,Rural impoverished school district,,Community 1,1,Springfield
705,2558,https://districtr.org/COI/34363,coi,Willard R-II School District,"The Willard district is a very popular, very successful district. It's a suburb of Springfield. They care a lot about high school sports.",,Community 1,1,"University City, St. Louis County"
706,2559,https://districtr.org/COI/34364,coi,"Marionville rural farming, low income ","Rural farming community, low income",,Community 1,1,Springfield
707,2560,https://districtr.org/COI/34365,coi,Ash Grove R-IV School District,"Extremely tiny, very rural, low-income community.",,Community 1,1,"University City, St. Louis County"
708,2562,https://districtr.org/COI/34368,coi,Ava rural community ,Rural community with an elderly vulnerable population,,Community 1,1,Springfield
709,2561,https://districtr.org/COI/34369,coi,Strafford School District,"Strafford is small, right on the outskirts of Springfield, on I-44. The highway breaks the town in two pieces. Big farming community, rural, low-income. Yes it's next to Springfield, but still tiny. Lots of truck stops. So transportation and agricultural policies play a significant role here. Some people live at the truck stops, so there is some homelessness issue as well.",,Community 1,1,"Springfield, Greene County"
710,2563,https://districtr.org/COI/34371,coi,Sparta rural community,"Sparta is a very small rural community, low income, poverty",,Community 1,1,Springfield
711,2564,https://districtr.org/COI/34374,coi,Hartville farming community,Hartville farming community is low income and very rural,,Community 1,1,Springfield
712,2566,https://districtr.org/COI/34376,coi,Mountain View rural community,"Mountain View rural community with low population, low income",,Community 1,1,Springfield
713,2567,https://districtr.org/COI/34381,coi,Highlandville  rural small community,"Highlandville has a very small population, low income",,Community 1,1,Springfield
714,2568,https://districtr.org/COI/34384,coi,Lack of Broadband McDonald County,The rate of broadband internet access is very low in McDonald County. It is also low-income.,,Community 1,1,University City
715,2569,https://districtr.org/COI/34386,coi,Clever rural farming community,Clever is a rural farming community working to increase overall wages within the community to help improve unemployment rate,,Community 1,1,Springfield
716,2570,https://districtr.org/COI/34388,coi,Barry County Unemployment,Barry County residents have a low workforce participation rate and a relatively low rate of having health insurance.,,Community 1,1,University City
717,2571,https://districtr.org/COI/34391,coi,Chadwick is a rural community,"Chadwick is a very rural community surrounded by the Mark Twain National Forest, low population, low income",,Community 1,1,Springfield
718,2572,https://districtr.org/COI/34393,coi,Kimberly City community,"Kimberly City is a small community on the shores of Table Rock Lake, noted for tourism. Concerns include need for higher wages and decrease in water fee revenue. ",,Community 1,1,Springfield
719,2573,https://districtr.org/COI/34394,coi,Lawrence County Uninsured,"Lawrence County has a high rate of people who lack health insurance, and a low rate of people with bachelor's degrees.",,Community 1,1,University City
720,2574,https://districtr.org/COI/34397,coi,Reeds Springs Community,"Reeds Springs is a very small community which is very invested in their education program, higher wages ",,Community 1,1,Springfield
721,2575,https://districtr.org/COI/34401,coi,Hollister and internet issues,Hollister is a small community with unreliable internet  convenience.,,Community 1,1,Springfield
722,2576,https://districtr.org/COI/34403,coi,Forsyth Housing and employment,Forsyth struggles with employment which affects the housing industry in the area,,Community 1,1,Springfield
723,2577,https://districtr.org/COI/34404,coi,Liberty Union Community,This my Union Community ,"This is my Union Community, the places we work, shop, and gather. This is a working family community that needs representation that fights for their rights. ",Liberty Union Community ,1,Pleasant Valley
724,2578,https://districtr.org/COI/34406,coi,Merriam Woods  Employment opportunities,Merriam Woods is a small community which lacks employment opportunities ultimately affecting continued growth.,,Community 1,1,Springfield
725,2580,https://districtr.org/COI/34431,coi,Sparta MO School District,"Extremely rural, poverty, vulnerable to poor educational opportunities",,Community 1,1,Springfield
726,2581,https://districtr.org/COI/34436,coi,"Marionville, MO School District","Extremely rural, poverty stricken, conservative, vulnerable population to illness and misinformation",,Community 1,1,Springfield
727,2582,https://districtr.org/COI/34441,coi,Clever MO School District,"very rural, conservative, lack of opportunities, unemployment, poverty, lack of funding for education",,Community 1,1,Springfield
728,2583,https://districtr.org/COI/34443,coi,"NW Springfield, MO","industrial, airport, rural",,Community 1,1,Springfield
729,2584,https://districtr.org/COI/34444,coi,"Chadwick, MO School District","rural, lack of funding for education, national forest, poverty, conservative",,Community 1,1,Springfield
730,2585,https://districtr.org/COI/34445,coi,"Ash Grove, MO School District","very rural, poor, lack of funding for education, very small town and school system",,Community 1,1,Springfield
731,2586,https://districtr.org/COI/34447,coi,"Battlefield, MO School District","small town America, rural, poverty, lack of diversity, lack of funding for education",,Community 1,1,Springfield
732,2587,https://districtr.org/COI/34449,coi,Taney County Missouri,"rural, national forest, environmental concerns and interests, tourism, travel, road conditions",,Community 1,1,Springfield
733,2588,https://districtr.org/COI/34450,coi,"Branson, MO","tourism, travel, amusement park, lake activity, resorts, environmental concerns, crime, homelessness",,Community 1,1,Springfield
734,2589,https://districtr.org/COI/34473,coi,Lambert's,"Very popular restaurant, especially large crowds from tour buses going to and from Branson.","Very popular restaurant, especially large crowds from tour buses going to and from Branson.",Lambert's,1,BOLIVAR
735,2590,https://districtr.org/COI/34475,coi,Fantastic Caverns,Popular Tourist sport near Springfield,Popular Tourist sport near Springfield,Fantastic Caverns,1,BOLIVAR
736,2591,https://districtr.org/COI/34477,coi,New Amazon Distribution Center,New Amazon Distribution Center,New Amazon Distribution Center,New Amazon Distribution Center,1,
737,2592,https://districtr.org/COI/34483,coi,National Park near Springfield,Wilson's Creek National Battlefield is one of the few National Parks in the area,One of the few National Park in the area,National Park near Springfield,1,
738,2593,https://districtr.org/COI/34484,coi,New Upper Income Homes,New Upper Income Homes being built in this area,New Upper Income Homes being built in this area,New Upper Income Homes,1,
739,2594,https://districtr.org/COI/34485,coi,Suburban Commuters,Suburban cities where people will commute to Springfield for work,Suburban cities where people will commute to Springfield for work,Suburban Commuters,1,
740,2595,https://districtr.org/COI/34489,coi,Renters around Fort Leonard Wood,This area has a lot of renters who are more transitory and affected by military funding and issues.,,Community 1,1,University City
741,2596,https://districtr.org/COI/34491,coi,Tourism Industry,Major area of employment for people working in the tourism and service industry,Major area of employment for people working in the tourism and service industry,Tourism Industry,1,
742,2597,https://districtr.org/COI/34492,coi,Camdenton School District,"The Camdenton School District is middle class, includes a lot of homeowners.",,Community 1,1,
743,2598,https://districtr.org/COI/34493,coi,Small regional airport,Branson Airport is an option to connect to regional hubs and other smaller cities.  Employs from local community.,Branson Airport is an option to connect to regional hubs and other smaller cities.  Employs from local community.,Small regional airport,1,
744,2600,https://districtr.org/COI/34494,coi,Working Class Crawford County,"Working class, relatively high unemployment.",,Community 1,1,
745,2599,https://districtr.org/COI/34496,coi,Wedding Venues,Many wedding venues and lodging sites are due to their beautiful sceneries.  Workers live close by.,Many wedding venues and lodging sites are due to their beautiful sceneries.,Wedding Venues,1,
746,2601,https://districtr.org/COI/34497,coi,Major Boating Areas,"Popular Boat Launching areas, especially busy on weekends and holidays","Popular Boat Launching areas, especially busy on weekends and holidays",Major Boating Areas,1,
747,2602,https://districtr.org/COI/34498,coi,Lake of the Ozarks Community,"This community is affected by waterway policies, property taxes, and safety regulations.",,Community 1,1,
748,2603,https://districtr.org/COI/34499,coi,Shopping Area,"Small Local Shops and Outlets, employs a lot of local people","Small Local Shops and Outlets, employs a lot of local people",Shopping Area,1,
749,2604,https://districtr.org/COI/34501,coi,Dent County Unemployment & Disability,Dent County is affected by high unemployment and disability.,,Community 1,1,
750,2605,https://districtr.org/COI/34502,coi,Convention Center,Major Employment source due to many conventions being hosted here due to it's central location in Missouri,Major Employment source due to many conventions being hosted here due to it's central location in Missouri,Convention Center,1,
751,2606,https://districtr.org/COI/34504,coi,Ft. Leonard Wood Garrison,This military base contributes a lot economically to the local area; especially in terms of employment and housing.,This military base contributes a lot economically to the local area; especially in terms of employment and housing.,Ft. Leonard Wood Garrison,1,
752,2608,https://districtr.org/COI/34509,coi,St. James tourism/wineries,"The St. James community is greatly affected by tourism, especially related to its wineries.",,Community 1,1,
753,2609,https://districtr.org/COI/34510,coi,Newburg Area/School District,"This community has been affected by a lot of arsons in the last few years, so they are affected by fire department policies, insurance, and criminal issues.",,Community 1,1,
754,2610,https://districtr.org/COI/34514,coi,Salem Utility Issues,The Salem community has experienced higher utility rates recently and there are many people in the community who owe a lot of back pay on their utilities otherwise they will face shutoffs.,,Community 1,1,
756,2613,https://districtr.org/COI/34530,coi,Fo Guang Shan Buddhist community,"Chinese Buddhist community center and temple. Hosts health clinics, social gatherings. Attendees live from various parts of the region. ","Chinese Buddhist community center and temple. Hosts health clinics, social gatherings. Attendees live from various parts of the region. ",Fo Guang Shan Buddhist ,1,
757,2617,https://districtr.org/COI/34678,coi,"Jackson, MO Area","These people will go to Jackson for shopping, entertainment, and restaurants. Pocohantas and Fruitland areas got absorbed into Jackson, so they have Jackson addresses. There is speculation going around that Oak Ridge School district will get dissolved into Jackson because they are getting smaller and smaller. ","These people will go to Jackson for shopping, entertainment, and restaurants. Pocohantas and Fruitland areas got absorbed into Jackson, so they have Jackson addresses. There is speculation going around that Oak Ridge School district will get dissolved into Jackson because they are getting smaller and smaller. ",Greater Jackson Area,1,Jackson
758,2618,https://districtr.org/COI/34680,coi,Rural Southern Cape County,These people live in small towns in Cape County but will go to Cape for their groceries. ,These people live in small towns in Cape County but will go to Cape for their groceries. ,Rural Southern Cape County,1,Jackson
760,2620,https://districtr.org/COI/34687,coi,Northern Cape Girardeau,"This is the Northern part of Cape Girardeau, which is also the area that is not as diverse, prodomentaly homeowners, and more middle class/upper class than the other parts of Cape. The infrastructure on this side of town is not too bad, and the businesses here are more expensive. The area in the middle is nicknamed ""Apartment Land"" and it does not fit into the demographics around it. Culturally, that census block mirrors the Downtown Cape map. ","This is the Northern part of Cape Girardeau, which is also the area that is not as diverse, prodomentaly homeowners, and more middle class/upper class than the other parts of Cape. The infrastructure on this side of town is not too bad, and the businesses here are more expensive. The area in the middle is nicknamed ""Apartment Land"" and it does not fit into the demographics around it. Culturally, that census block mirrors the Downtown Cape map. ",Northern Cape Girardeau ,1,Jackson
