,id,link,type,pseudo_coi,title,text,area_text,area_name,num_areas,city
26,2502-7,https://districtr.org/COI/11716,coi,,Glennon,,"All jurisdictions that comprise the Westerville School District including the suburb of Westerville, various townships, and portions of Columbus",Greater Westerville,13,
26,2502-8,https://districtr.org/COI/11716,coi,,Glennon,,Immigrant and refugee hub. North east Columbus neighborhood.,Northland Community,13,
26,2502-9,https://districtr.org/COI/11716,coi,,Glennon,,,Clintonville,13,
26,2502-10,https://districtr.org/COI/11716,coi,,Glennon,,,District 10,13,
26,2502-11,https://districtr.org/COI/11716,coi,,Glennon,,,Greater Linden,13,
26,2502-12,https://districtr.org/COI/11716,coi,,Glennon,,,OSU Campus District,13,
26,2502-13,https://districtr.org/COI/11716,coi,,Glennon,,,Community 13,13,
27,663-1,https://districtr.org/coi/11809,coi,,Hinckley Reservation,,,Community 1,3,
27,663-2,https://districtr.org/coi/11809,coi,,Hinckley Reservation,,,Community 2,3,
27,663-3,https://districtr.org/coi/11809,coi,,Hinckley Reservation,,,Community 3,3,
32,1073-1,https://districtr.org/coi/12161,coi,,King-Lincoln+Near East Side,,"Historically Black neighborhood, rich art/music history in King-Lincoln and Bronzeville. Resources include OSU medical centers (out-patient and hospital), East High School, elementary and middle schools, and Equitas Health and Pharmacy. Largely a food desert, but smaller restaurants and corner stores are largely (if not exclusively) BIPOC-owned. Near east side neighborhood is higher income than the Mount Vernon, King-Lincoln/Bronzeville area, but still largely Black. Mixed-aged residents (including families and single people).",King-Lincoln+Near East Side,2,
32,1073-2,https://districtr.org/coi/12161,coi,,King-Lincoln+Near East Side,,"OTE is a historic high-income neighborhood that includes the old ""millionaires' row"" on Broad Street where rich white people used to live before the advent of the car and moves to further outside of downtown Columbus. Since then, the neighborhood has been historically Black with mixed income levels and both family and single occupancy structures. Unfortunately OTE is starting to get gentrified and getting less racially diverse. This is particularly true for the areas around Franklin Park, along Oak and Fair Street, and the heart of OTE. Gentrification is also starting to branch out to the outskirts of central OTE, but the neighborhoods are otherwise primarily Black. South of Main is much lower income than parts of the park area and OTE. A lot of the restaurants and corner stores are primarily BIPOC-owned (though this is also change a little with gentrification).",Old Towne East and South of Main,2,
43,715-1,https://districtr.org/coi/12448,coi,,Medina county,, ,Medina county,5,
43,715-2,https://districtr.org/coi/12448,coi,,Medina county,,More commercial areas ,Commercial districts ,5,
43,715-3,https://districtr.org/coi/12448,coi,,Medina county,,Significant work location,Cleveland,5,
43,715-4,https://districtr.org/coi/12448,coi,,Medina county,,,Montrose/Fairlawn,5,
43,715-5,https://districtr.org/coi/12448,coi,,Medina county,,,Akron,5,
45,720-1,https://districtr.org/coi/12538,coi,,Lebanon,,"This is the community I graduated high school in. Largely white, with mostly Asian people representing the minority. Area encompasses 3 rival high schools (Springboro, Lebanon, Centerville), up to the Dayton Mall area where many of us spent our free time in high school. ",Community 1,6,
45,720-2,https://districtr.org/coi/12538,coi,,Lebanon,,Ohio State's campus,Community 2,6,
45,720-3,https://districtr.org/coi/12538,coi,,Lebanon,,"Where I lived in Cincinnati. OTR + Downtown, rapidly developing/gentrifying. Lots of young, progressives/liberal, mixed in with what I assume are ancestral residents (lower socio-eco status, mostly black) residents getting edged out. ",Community 3,6,
45,720-4,https://districtr.org/coi/12538,coi,,Lebanon,,"Jessica Miranda's 28th district (I think) where I managed a campaign for a year. A district gerrymandered to be solidly red, but held by dems previously and flipped by Jessica in 2018. Just enough of solidly blue, extremely Black Forest Park, newly blue and heavily Latino Springdale, and trending blue Blue Ash, Sharonnville, and some precincts in Montgomery to prevail over solidly red with small houses Reading and Deer Park, and solidly red with big houses Evendale, Sharonville, Madiera, and other precincts in Montgomery. ",Community 4,6,
45,720-5,https://districtr.org/coi/12538,coi,,Lebanon,,"My current community, downtown Columbus with young professionals stuck at home inside newly built luxury apartments. ",Community 5,6,
45,720-6,https://districtr.org/coi/12538,coi,,Lebanon,,"I have no idea where the people I worked with in this area actually live, or who lives in the area I highlighted, but this is an area I spent most of my undergraduate years working. CRIS, the Northern Lights Branch of the CML, and Avalon Elementary school with the CBAGC. My kids here were largely refugee and immigrant, and we worked intensely in all of my roles to make sure they didn't fall through the cracks in the Westerville and nearby school districts. At the library specifically, it seemed like all the kids in the neighborhood hung out at the library until they got picked up at 7. Sometimes there parents also were at the library, using computers or socializing, and even the high school students hung around for homework help and to just hang out. This area also includes some of the best food I've ever had, including the original location of the ever popular Hooyos. ",Community 6,6,
51,740-1,https://districtr.org/coi/12677,coi,,Detroit Shoreway (Cleveland),,"This neighborhood is trending younger, but quite a few families in the neighborhood. A lot of folks who are staunch neighborhood supporters, but new apartment buildings. Higher income coming in. (potentially gentrification) 

The neighborhood is skewing slightly more white, with a mix of latinx and black.

A strong historic district along Franklin Boulevard. Gordon Square is an old intersection that was built but hasn't been touched. The neighborhood really likes parks and trees. 

Big point of pride for the neighborhood: Edgewater Park. It's a gem. ",Detroit Shoreway (Cleveland),2,
51,740-2,https://districtr.org/coi/12677,coi,,Detroit Shoreway (Cleveland),,,Community 2,2,
64,1042-1,https://districtr.org/coi/13061,coi,,Lakewood,,"Multi-generational, multi-racial

working hard to ensure housing affordability

small business communities",Lakewood,2,
64,1042-2,https://districtr.org/coi/13061,coi,,Lakewood,,"Inner-ring suburb, predominantly  white, mix working class and white collar and wealthy, connected to rocky river reservation = lots of green space, largely residential",Fairview Park,2,
69,2485-1,https://districtr.org/COI/13074,coi,,LOH_M,,"This is the community I graduated high school in. Largely white, with mostly Asian people representing the minority. Area encompasses 3 rival high schools (Springboro, Lebanon, Centerville), up to the Dayton Mall area where many of us spent our free time in high school. 

The community is not diverse. Needs/Issues similar among Springboro, Lebanon, Centerville.

Notes  of experiencing racism & conservative perspectives. ",Community 1,6,
69,2485-2,https://districtr.org/COI/13074,coi,,LOH_M,,Ohio State's campus,Community 2,6,
69,2485-3,https://districtr.org/COI/13074,coi,,LOH_M,,"Where I lived in Cincinnati. OTR + Downtown, rapidly developing/gentrifying. Lots of young, progressives/liberal, mixed in with what I assume are ancestral residents (lower socio-eco status, mostly black) residents getting edged out. ",Community 3,6,
69,2485-4,https://districtr.org/COI/13074,coi,,LOH_M,,"Jessica Miranda's 28th district (I think) where I managed a campaign for a year. A district gerrymandered to be solidly red, but held by dems previously and flipped by Jessica in 2018. Just enough of solidly blue, extremely Black Forest Park, newly blue and heavily Latino Springdale, and trending blue Blue Ash, Sharonnville, and some precincts in Montgomery to prevail over solidly red with small houses Reading and Deer Park, and solidly red with big houses Evendale, Sharonville, Madiera, and other precincts in Montgomery. 

Very different constituencies here. ",Community 4,6,
69,2485-5,https://districtr.org/COI/13074,coi,,LOH_M,,"My current community, downtown Columbus with young professionals stuck at home inside newly built luxury apartments. ",Community 5,6,
69,2485-6,https://districtr.org/COI/13074,coi,,LOH_M,,"I have no idea where the people I worked with in this area actually live, or who lives in the area I highlighted, but this is an area I spent most of my undergraduate years working. CRIS, the Northern Lights Branch of the CML, and Avalon Elementary school with the CBAGC. My kids here were largely refugee and immigrant, and we worked intensely in all of my roles to make sure they didn't fall through the cracks in the Westerville and nearby school districts. At the library specifically, it seemed like all the kids in the neighborhood hung out at the library until they got picked up at 7. Sometimes there parents also were at the library, using computers or socializing, and even the high school students hung around for homework help and to just hang out. This area also includes some of the best food I've ever had, including the original location of the ever popular Hooyos. ",Community 6,6,
70,793-1,https://districtr.org/coi/13098,coi,,West Side Warren,,"Primarily black/ lower class white 
High gun violence and drug use
Primarily Older people, single parent families and single residents
Small, less expensive houses
Poor performing k-8 schools
High rate of homelessness because of proximity to mens shelter. ",West Side Warren,3,
70,793-2,https://districtr.org/coi/13098,coi,,West Side Warren,,"Primarily white
Older or family aged
best performing k-8 school in district
Bigger houses due to proximity to country club
Giant Eagle only grocery store (More expensive)
",North side of Warren,3,
70,793-3,https://districtr.org/coi/13098,coi,,West Side Warren,,,Community 3,3,
74,1035-1,https://districtr.org/coi/13743,coi,,Fifth By Northwest,,"A pocket of Columbus smooshed between UA, Grandview, and OSU Campus. A good chunk of residential meshed with retail, restaurants, and small businesses. Fifth By Northwest is a unique place that somewhat blends or gets lumped in with UA and Grandview. People from this area may even erroneously say they're from Grandview, though the school district for this region is Columbus City Schools, excluded from both UA and Grandview. A good chunk of OSU students also live in this area. There are very few distinguishing ""locations"" or community places within Fifth by Northwest, overshadowed by many of the ""amenities"" of its neighbors.

Fifth by Northwest also includes Clinton Township, a small geographic area disconnected from Columbus.

Fifth by Northwest has excellent access to grocery stores thanks to a Kroger on the northwest side and a Giant Eagle on the southeast side.",Fifth By Northwest,3,
74,1035-2,https://districtr.org/coi/13743,coi,,Fifth By Northwest,,,Community 2,3,
74,1035-3,https://districtr.org/coi/13743,coi,,Fifth By Northwest,,,Community 3,3,
78,1036-1,https://districtr.org/coi/14172,coi,,Stevenson,,"With such a small area, I was trying to think of how to further divide this area to mess around with the tool. At the time I was in elementary school, there were two. Which quickly turned into students noticing the socioeconomic divide of this small community. This area would be referred to as ""down the hill"" and was certainly a connotation that stuck.",Stevenson,3,
78,1036-2,https://districtr.org/coi/14172,coi,,Stevenson,,"With such a small area, I was trying to think of how to further divide this area to mess around with the tool. At the time I was in elementary school, there were two. Which quickly turned into students noticing the socioeconomic divide of this small community. This area would be referred to as ""up the hill""",Edison,3,
78,1036-3,https://districtr.org/coi/14172,coi,,Stevenson,,"I drew this map a bit larger than what would be considered Grandview Heights based upon the school district. And what I would refer to as Grandview conversationally. Grandview is roughly 1.2 sq miles, predominately white upper-middle class, at the time I went to school there essentially no racial diversity. There is now one elementary, one middle, and one high school. With a small strip on Grandview Ave of shops, multiple parks within its city limits, and several grocery stores accessible Grandview is essentially its own bubble.",Grandview ,3,
79,870-1,https://districtr.org/coi/14175,coi,,Community 1,,"My community is a mix of a few neighborhoods that are super close. People interchangeably travel between these three neighborhoods. It is predominantly Black population with also a large Asian population. Although there are a plethora of institutionalized resources and black owned businesses. Poverty, lack of quality housing still exists. These areas have an average low income threshold. It's a huge cultural area. It's a Eds and Meds area. ",Community 1,2,
79,870-2,https://districtr.org/coi/14175,coi,,Community 1,,,Community 2,2,
81,2481-1,https://districtr.org/COI/14183,coi,,Stevenson,,"With such a small area, I was trying to think of how to further divide this area to mess around with the tool. At the time I was in elementary school, there were two. Which quickly turned into students noticing the socioeconomic divide of this small community. This area would be referred to as ""down the hill"" and was certainly a connotation that stuck.",Stevenson,3,
81,2481-2,https://districtr.org/COI/14183,coi,,Stevenson,,"With such a small area, I was trying to think of how to further divide this area to mess around with the tool. At the time I was in elementary school, there were two. Which quickly turned into students noticing the socioeconomic divide of this small community. This area would be referred to as ""up the hill""",Edison,3,
81,2481-3,https://districtr.org/COI/14183,coi,,Stevenson,,"I drew this map a bit larger than what would be considered Grandview Heights based upon the school district. And what I would refer to as Grandview conversationally. Grandview is roughly 1.2 sq miles, predominately white upper-middle class, at the time I went to school there essentially no racial diversity. There is now one elementary, one middle, and one high school. With a small strip on Grandview Ave of shops, multiple parks within its city limits, and several grocery stores accessible Grandview is essentially its own bubble.",Grandview ,3,
95,1064-1,https://districtr.org/coi/14351,coi,,OOC.DM.COMM,,"This is a community map of Edgewater, which is a community that sits right on the edge of Lake Erie just outside of downtown Cleveland. Edgewater Park is a central landmark of the community. Baltic Children's Park is on edge of Edgewater. Smaller corner drug stores - mixture of both big box stores and smaller stores. Lots of public art, theatre, churches, 78th Studio (collective art space where vendors sell their goods, like a flea market), a couple of libraries, Stockyard Meats, a bakery. There are schools in the community, but higher education institutions are outside the community. There are some grocery stores inside the community.  Some bigger box stores (like Target and Aldi) are just outside the community. 

Neighboring communities that are similar or where interviewee engages/travels to via foot in outside of the central Edgewater area: Lakewood, Cuddell, Gordon Square, Battery Park ",OOC.DM.COMM,2,
95,1064-2,https://districtr.org/coi/14351,coi,,OOC.DM.COMM,,,Community 2,2,
99,915-1,https://districtr.org/coi/14687,coi,,Grandview,,"Viewed as my community because it is where I live and work 
Assets:
- relatable population of predominantly post-grad, young professionals 
- social business (bars, restaurants)

Vision: 
- more green space to connect with community and recreate 
- sidewalks to increase walkability
- better sense of community separate from just being an industrial area near Grandview Heights
- Local representation that advocates for residents health  
",Grandview,3,
99,915-2,https://districtr.org/coi/14687,coi,,Grandview,,"Recent grad so OSU is still a part of my community 

Assets:
- Olentangy bike path used for commute and recreation 
- Olentangy Wetlands green space
- Oval social meeting place 
- Iuka ravine outdoor recreation and social meeting place

Vision: 
- OSU to invest in green spaces knowing it is mutually beneficial for students and surrounding community ",Ohio State University,3,
99,915-3,https://districtr.org/coi/14687,coi,,Grandview,,"Viewed as part of my community because it is where I grocery shop and my primary place of outdoor recreation 

Assets:
- Lucky's Market
- Glen Echo Park 
- Bike path extends to Columbus Park of Roses
- Sidewalk walkability 

Vision:
- Representation that understands the ""green lining"" in Columbus with access to green space associated with financial privilege
- Communities may extend in unique ways based on where residents go to meet their needs (fresh groceries, means of transportation, outdoor spaces)

Note: my district representative changed from when I moved from off-campus area to Grandview... 10 minute drive difference in what I consider ""my community"" yet my representation changed.


",Clintonville,3,
100,937-1,https://districtr.org/coi/14936,coi,,Athens,,,Athens,5,
100,937-2,https://districtr.org/coi/14936,coi,,Athens,,,Nelsonville / York,5,
100,937-3,https://districtr.org/coi/14936,coi,,Athens,,,Federal Hocking Schools,5,
100,937-4,https://districtr.org/coi/14936,coi,,Athens,,,Trimble,5,
100,937-5,https://districtr.org/coi/14936,coi,,Athens,,,Alexander,5,
101,938-1,https://districtr.org/coi/14944,coi,,Dublin,,Community that is a mix of people who have lived in the area for decades and remember when the whole area was used for agricultural purposes and middle-class professionals who come to the area for the good schools and job opportunities. ,Dublin,2,
101,938-2,https://districtr.org/coi/14944,coi,,Dublin,,,Community 2,2,
103,973-1,https://districtr.org/coi/15218,coi,,Kettering,,,Kettering,4,
103,973-2,https://districtr.org/coi/15218,coi,,Kettering,,,Oakwood,4,
103,973-3,https://districtr.org/coi/15218,coi,,Kettering,,,Worthington,4,
103,973-4,https://districtr.org/coi/15218,coi,,Kettering,,,Riverlea (Worthington),4,
104,978-1,https://districtr.org/coi/15228,coi,,aAthens County,,"Athens County has a diverse population and landscape: nature, small cities, a large university, rural communities, high tech industries, and mining towns.

Definitely a difference between Athens City and the rest of the county; each small town has its own character.

Athens County has five school districts and are an integral part of each community.

Athens City is a university town that is rich in art and music, has good local restaurants, great outdoor recreation, good medical facilities, a farmers market & options for 30 mile meals. ",Athens County,6,
104,978-2,https://districtr.org/coi/15228,coi,,aAthens County,,,Athens City,6,
104,978-3,https://districtr.org/coi/15228,coi,,aAthens County,,,Federal-Hocking,6,
104,978-4,https://districtr.org/coi/15228,coi,,aAthens County,,,Trimble,6,
104,978-5,https://districtr.org/coi/15228,coi,,aAthens County,,,Nelsonville-York,6,
104,978-6,https://districtr.org/coi/15228,coi,,aAthens County,,,Alexander,6,
105,990-1,https://districtr.org/coi/15369,coi,,Centerville proper,,This is where google maps takes you when you put 'centerville' in the search field and hit 'go'.,Centerville proper,2,
105,990-2,https://districtr.org/coi/15369,coi,,Centerville proper,,This is where the really naughty children of centerville live.,Centerville Grounded,2,
112,2462-1,https://districtr.org/COI/19674,coi,,OEC.CT.FifthByNorthwest,,"I live in a community north of downtown Columbus sandwiched between Upper Arlington, Grandview, and Ohio State, known as the Fifth by Northwest neighborhood. It is a majority white region with little diversity, though more diversity than the adjacent communities of Upper Arlington and Grandview.

The Fifth by Northwest Neighborhood is mostly residential with a few businesses, and most of the assets of the community are found in the adjacent communities. 

People in Fifth by Northwest most likely shop and/or recreate in Upper Arlington or Grandview. Many people who live in Fifth by Northwest are currently college students or recent students, and have connections with Ohio State.

With easy access to the Olentangy Trail, it is easy to bike up and down the corridor.

OSU is also building a natural gas plant right outside this neighborhood, and many people (especially students) are frustrated by its construction.",OEC.CT.FifthByNorthwest/OSU/Columbus Community,2,
112,2462-2,https://districtr.org/COI/19674,coi,,OEC.CT.FifthByNorthwest,,,Community 2,2,
131,9-1,https://districtr.org/COI/23043,coi,,Dirrig's Liberty-Powell Community,"This is the greater Liberty-Powell area, connected through education, commerce, and residence. ",,Liberty Powell Community (Delco),2,Powell / Delaware County 
131,9-2,https://districtr.org/COI/23043,coi,,Dirrig's Liberty-Powell Community,"This is the greater Liberty-Powell area, connected through education, commerce, and residence. ",,Community 2,2,Powell / Delaware County 
162,1285-1,https://districtr.org/edit/28011?event=fair-distri,coi,,Toledo community map,"This covers Toledo, specifically downtown and the area near the Casino","The conversation with the group reveled two Toledos, an intercity Toledo and the suburbs of Toledo.   One of the intercity and tho Issue of reliable,  ample public transportation for people in the intercity of Toledo.  Limited options for people  going work or grocery shopping if they don't have a car .  It takes hours and there are not a lot options for intercity/ downtown Toledo. ( see more of intercity Toledo)

There are things which unity Toledo.  Art is very important in Toledo. It is the thing which brings all our communities together. Aside of the Toledo Museum of Art there are  Art Galleries, Art Loop,  (Adams street, downtown, to Old West End) there is murals painted on buildings on the side of buildings.

Our Metorparks are something which binds our community.  There are a lot of green spaces in urban Toledo.  The Parks support many outdoor activities like biking, hiking, birding, access to the Maumee river including boating and fishing, historical venues and free programs.  ( a plus for the group) 

Also the Toledo Lucas County library system is an important institution for our community. ",Toledo and its suburbs,2,Lucas
162,1285-2,https://districtr.org/edit/28011?event=fair-distri,coi,,Toledo community map,"This covers Toledo, specifically downtown and the area near the Casino","Some old historical areas but deterioration of infrastructure in many of these neighborhoods.  This includes poor conditions of many roads and vacant lots used as dumps. Much of the housing is substandard.  Also few tree lines so some of these neighborhoods have no cover or shade.  
Lack of adequate public transportation for people who don't have a car.  Getting a bus to work can take a long time because of the infrequent busses or the number of bus transfers required.  Not many options for bus options to the suburbs.
There is a limit to the types of jobs nearby if people don't have a car.  Those jobs options are limited to office work, restaurants, some retail, commercial cleaning services.  Factory jobs can be found at the old Willys-Overland site but there are a lot of regional competition  for those jobs.  Most warehouse and factory jobs are in outlying areas and there is not adequate transportation to those jobs.
 
Food dessert in these areas.  The only downtown grocery store with food staples ( milk, sugar etc) is Market on the Green. It is nice but small but does carry a lot of choices.  Limited choices or fast food options which is not healthy.",Intercity of Toledo ,2,Lucas
217,1177-1,https://districtr.org/COI/28622,coi,,Columbus Neighborhood Fifth by Northwest,"Because of its separation from other Columbus Neighborhoods, the daily life of its Fifth by Northwest neighborhood is integrated with the villages of Grandview Heights and Marble Cliff to function as a identifiable community.","Fifth by Northwest is a Columbus Neighborhood west of the Ohio State University campus where daily life is integrated with that of the Villages of Grandview Heights and Marble Cliff in a number of ways.  

Fifth by Northwest is an extension of Columbus, separated from neighborhoods east of the Olentangy River by the Ohio State University Campus and the river itself.

Fifth by Northwest is sandwiched between the town of Upper Arlington to the North and the villages of Grandview Heights and Marble Cliff to the South and West
  
Grandview Avenue is a continuous strip of shops and restaurants running North and South through both Fifth by Northwest and Grandview Heights.

Grandview Yard, a development of houses, condos, stores and medical facilities straddles Fifth by Northwest and Grandview Heights.

Fifth by Northwest residents use the Grandview Heights library, its pool, the Grandview High track and parks.

Grandview Heights residents attend churches in Fifth by Northwest and Marble Cliff.  For Example, St Christopher in Columbus, Our Lady of Victory in Marble Cliff and First Community Church on the border of Grandview Heights and Marble Cliff.   

Grandview Heights and Marble Cliff residents shop in Fifth by Northwest grocery stores such as Kroger and Giant Eagle Market District in the Grandview Yard complex.

Grandview Heights, Marble Cliff and Fifth by Northwest contain diverse age groups, including a sizable portion of older, retired adults and single adults and couples in their 20’s and thirties.   

This mix of old and young is reflected in a range of housing, including single family homes, apartments and condos. 
Demographically, Grandview Heights, Marble Cliff and Fifth by Northwest are overwhelmingly white.  Black and Latino residents are increasing, but slowly.   Black people and Latino are welcomed by white residents.  The large numbers of Black Lives Matter, All Are Welcome and Rainbow signs and banners suggest a tolerant, positive and welcoming attitude toward diversity.

Fifth by Northwest, Grandview Heights and Marble Cliff have very low crime rates.  Violent crime is extremely rare.
",Columbus Neighborhood Fifth by Northwest,3,Columbus
217,1177-2,https://districtr.org/COI/28622,coi,,Columbus Neighborhood Fifth by Northwest,"Because of its separation from other Columbus Neighborhoods, the daily life of its Fifth by Northwest neighborhood is integrated with the villages of Grandview Heights and Marble Cliff to function as a identifiable community.","Grandview Heights and Marble Cliff are integrated with Columbus Fifth by Northwest because of Fifth by Northwest’s relative isolation from other Columbus neighborhoods. 

Grandview Avenue is a continuous strip of shops and restaurants running North and South through both Fifth by Northwest and Grandview Heights.

Grandview Yard, a development of houses, condos, stores and medical facilities straddles Fifth by Northwest and Grandview Heights.

Grandview Heights residents attend churches in Fifth by Northwest and Marble Cliff.  For Example, St Christopher in Columbus, First Community Church in Marble Cliff and Our Lady of Victory in Marble Cliff.

Grandview Heights and Marble Cliff residents shop in Fifth by Northwest grocery stores such as Kroger and Giant Eagle Market District in the Grandview Yard complex.

Grandview Heights, Marble Cliff and Fifth by Northwest contain diverse age groups, including a sizable portion of older, retired adults and single adults and couples in their 20’s and thirties.   This mix of old and young is reflected in a range of housing, including single family homes, apartments and condos. 

Demographically, Grandview Heights, Marble Cliff and Fifth by Northwest are still overwhelmingly white.  Black and Latino residents are increasing, but slowly.   Black people and Latino are welcomed by white residents.  The large numbers of Black Lives Matter, All Are Welcome and Rainbow signs and banners suggest a tolerant, positive and welcoming attitude toward diversity.

Fifth by Northwest, Grandview Heights and Marble Cliff have very low crime rates.  Violent crime is extremely rare.
",Grandview Heights and Marble Cliff,3,Columbus
217,1177-3,https://districtr.org/COI/28622,coi,,Columbus Neighborhood Fifth by Northwest,"Because of its separation from other Columbus Neighborhoods, the daily life of its Fifth by Northwest neighborhood is integrated with the villages of Grandview Heights and Marble Cliff to function as a identifiable community.","The Village of Marble Cliff is adjacent to Grandview Heights and shares police, fire and other services,",Marble Cliff ,3,Columbus
221,1317-1,https://districtr.org/COI/29821,coi,,Parma and North Royalton Communites,"Parma and North Royalton. I grew up in both cities, this is the way I seperate the communites. Hope it is somewhat helpful to those unfamilar with the area. ","White, middle class",Parma Circle,11,
221,1317-2,https://districtr.org/COI/29821,coi,,Parma and North Royalton Communites,"Parma and North Royalton. I grew up in both cities, this is the way I seperate the communites. Hope it is somewhat helpful to those unfamilar with the area. ","Retail, Parma univeristy hospital, white, middle/upper class",Hosptial/ Shoppes of Parma,11,
221,1317-3,https://districtr.org/COI/29821,coi,,Parma and North Royalton Communites,"Parma and North Royalton. I grew up in both cities, this is the way I seperate the communites. Hope it is somewhat helpful to those unfamilar with the area. ","West creek reservation, white, mostly upper middle class",Park,11,
221,1317-4,https://districtr.org/COI/29821,coi,,Parma and North Royalton Communites,"Parma and North Royalton. I grew up in both cities, this is the way I seperate the communites. Hope it is somewhat helpful to those unfamilar with the area. ","Big creek park, lower income, a little more diverse but mostly still white ",Old Park,11,
221,1317-5,https://districtr.org/COI/29821,coi,,Parma and North Royalton Communites,"Parma and North Royalton. I grew up in both cities, this is the way I seperate the communites. Hope it is somewhat helpful to those unfamilar with the area. ","Still techinally parma, but community is more like brooklyn. A little more diverse, lower to middle class.",Almost Brooklyn,11,
221,1317-6,https://districtr.org/COI/29821,coi,,Parma and North Royalton Communites,"Parma and North Royalton. I grew up in both cities, this is the way I seperate the communites. Hope it is somewhat helpful to those unfamilar with the area. ","Tri-C west, a tiny bit of diveristy but mostly white, middle to upper class ",College,11,
221,1317-7,https://districtr.org/COI/29821,coi,,Parma and North Royalton Communites,"Parma and North Royalton. I grew up in both cities, this is the way I seperate the communites. Hope it is somewhat helpful to those unfamilar with the area. ","White, a more rural, middle to upper class",Basically North Royalton,11,
221,1317-8,https://districtr.org/COI/29821,coi,,Parma and North Royalton Communites,"Parma and North Royalton. I grew up in both cities, this is the way I seperate the communites. Hope it is somewhat helpful to those unfamilar with the area. ","A lot of corportations here, more rural, mostly white upper middle class",Corporations and Big Houses,11,
221,1317-9,https://districtr.org/COI/29821,coi,,Parma and North Royalton Communites,"Parma and North Royalton. I grew up in both cities, this is the way I seperate the communites. Hope it is somewhat helpful to those unfamilar with the area. ","More rural but much like Parma, but without the little bit of diversity. Mostly middle class white.",Poor North Royalton ,11,
221,1317-10,https://districtr.org/COI/29821,coi,,Parma and North Royalton Communites,"Parma and North Royalton. I grew up in both cities, this is the way I seperate the communites. Hope it is somewhat helpful to those unfamilar with the area. ","Same as poor, but higher income and bigger houses, schools",Rich North Royalton,11,
221,1317-11,https://districtr.org/COI/29821,coi,,Parma and North Royalton Communites,"Parma and North Royalton. I grew up in both cities, this is the way I seperate the communites. Hope it is somewhat helpful to those unfamilar with the area. ","Just like Poor, and Rich, but even higher income and even bigger houses. Makes you wonder why they would choose to live here and not somewhere with warmer weather. ",Richer North Royalton,11,
222,1321-1,https://districtr.org/COI/29835,coi,,Columbus Neighborhood Fifth by Northwest,"Because if its relative separation from other Columbus Neighborhoods, Fifth by Northwest forms a community of interest with the Villages of Grandview Heights and Marble Cliff.","Fifth by Northwest is a Columbus Neighborhood west of the Ohio State University campus where daily life is integrated with that of the Villages of Grandview Heights and Marble Cliff in a number of ways.  

Fifth by Northwest is an extension of Columbus, separated from neighborhoods east of the Olentangy River by the Ohio State University Campus and the river itself.

Fifth by Northwest is sandwiched between the town of Upper Arlington to the North and the villages of Grandview Heights and Marble Cliff to the South and West
  
Grandview Avenue is a continuous strip of shops and restaurants running North and South through both Fifth by Northwest and Grandview Heights.

Grandview Yard, a development of houses, condos, stores and medical facilities straddles Fifth by Northwest and Grandview Heights.

Fifth by Northwest residents use the Grandview Heights library, its pool, the Grandview High track and parks.

Grandview Heights residents attend churches in Fifth by Northwest and Marble Cliff.  For Example, St Christopher in Columbus, Our Lady of Victory in Marble Cliff and First Community Church on the border of Grandview Heights and Marble Cliff.   

Grandview Heights and Marble Cliff residents shop in Fifth by Northwest grocery stores such as Kroger and Giant Eagle Market District in the Grandview Yard complex.

Grandview Heights, Marble Cliff and Fifth by Northwest contain diverse age groups, including a sizable portion of older, retired adults and single adults and couples in their 20’s and thirties.   

This mix of old and young is reflected in a range of housing, including single family homes, apartments and condos. 
Demographically, Grandview Heights, Marble Cliff and Fifth by Northwest are overwhelmingly white.  Black and Latino residents are increasing, but slowly.   Black people and Latino are welcomed by white residents.  The large numbers of Black Lives Matter, All Are Welcome and Rainbow signs and banners suggest a tolerant, positive and welcoming attitude toward diversity.

Fifth by Northwest, Grandview Heights and Marble Cliff have very low crime rates.  Violent crime is extremely rare.
",Columbus Neighborhood Fifth by Northwest,3,Columbus
